Retailer,RetailerID,InvoiceDate,Region,State,City,Product,PricePerUnit,UnitsSold,TotalSales,OperatingProfit,OperatingMargin,SalesMethod
West Gear,1128299,1/24/2021,West,California,San Francisco,Men's Street Footwear,$55.00 ,925,"$508,750 ","$152,625 ",Operating Margin,Outlet
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,$60.00 ,925,"$555,000 ","$83,250 ",Operating Margin,Outlet
West Gear,1128299,1/26/2021,West,California,San Francisco,Women's Street Footwear,$55.00 ,775,"$426,250 ","$127,875 ",Operating Margin,Outlet
West Gear,1128299,1/27/2021,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,725,"$398,750 ","$99,688 ",Operating Margin,Outlet
West Gear,1128299,1/28/2021,West,California,San Francisco,Men's Apparel,$65.00 ,725,"$471,250 ","$212,063 ",Operating Margin,Outlet
West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,$70.00 ,775,"$542,500 ","$54,250 ",Operating Margin,Outlet
West Gear,1128299,1/30/2021,West,California,San Francisco,Men's Street Footwear,$55.00 ,875,"$481,250 ","$144,375 ",Operating Margin,Outlet
West Gear,1128299,1/31/2021,West,California,San Francisco,Men's Athletic Footwear,$60.00 ,875,"$525,000 ","$78,750 ",Operating Margin,Outlet
West Gear,1128299,2/1/2021,West,California,San Francisco,Women's Street Footwear,$55.00 ,700,"$385,000 ","$115,500 ",Operating Margin,Outlet
West Gear,1128299,2/2/2021,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,675,"$371,250 ","$92,813 ",Operating Margin,Outlet
West Gear,1128299,2/3/2021,West,California,San Francisco,Men's Apparel,$65.00 ,650,"$422,500 ","$190,125 ",Operating Margin,Outlet
West Gear,1128299,2/4/2021,West,California,San Francisco,Women's Apparel,$70.00 ,700,"$490,000 ","$49,000 ",Operating Margin,Outlet
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,$55.00 ,875,"$481,250 ","$144,375 ",Operating Margin,Outlet
West Gear,1128299,2/6/2021,West,California,San Francisco,Men's Athletic Footwear,$60.00 ,875,"$525,000 ","$78,750 ",Operating Margin,Outlet
West Gear,1128299,2/7/2021,West,California,San Francisco,Women's Street Footwear,$55.00 ,725,"$398,750 ","$119,625 ",Operating Margin,Outlet
West Gear,1128299,2/8/2021,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,700,"$385,000 ","$96,250 ",Operating Margin,Outlet
West Gear,1128299,2/9/2021,West,California,San Francisco,Men's Apparel,$65.00 ,650,"$422,500 ","$190,125 ",Operating Margin,Outlet
West Gear,1128299,2/10/2021,West,California,San Francisco,Women's Apparel,$70.00 ,775,"$542,500 ","$54,250 ",Operating Margin,Outlet
West Gear,1128299,2/11/2021,West,California,San Francisco,Men's Street Footwear,$55.00 ,975,"$536,250 ","$160,875 ",Operating Margin,Outlet
West Gear,1128299,2/12/2021,West,California,San Francisco,Men's Athletic Footwear,$60.00 ,975,"$585,000 ","$87,750 ",Operating Margin,Outlet
West Gear,1128299,2/13/2021,West,California,San Francisco,Women's Street Footwear,$55.00 ,775,"$426,250 ","$127,875 ",Operating Margin,Outlet
West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,775,"$426,250 ","$106,563 ",Operating Margin,Outlet
West Gear,1128299,2/15/2021,West,California,San Francisco,Men's Apparel,$65.00 ,700,"$455,000 ","$204,750 ",Operating Margin,Outlet
West Gear,1128299,2/16/2021,West,California,San Francisco,Women's Apparel,$70.00 ,800,"$560,000 ","$56,000 ",Operating Margin,Outlet
Kohl's,1189833,2/17/2021,West,California,San Francisco,Men's Street Footwear,$35.00 ,700,"$245,000 ","$98,000 ",Operating Margin,Outlet
Kohl's,1189833,2/18/2021,West,California,San Francisco,Men's Athletic Footwear,$45.00 ,700,"$315,000 ","$78,750 ",Operating Margin,Outlet
Kohl's,1189833,3/9/2021,West,California,San Francisco,Women's Street Footwear,$45.00 ,700,"$315,000 ","$126,000 ",Operating Margin,Outlet
Kohl's,1189833,3/10/2021,West,California,San Francisco,Women's Athletic Footwear,$45.00 ,550,"$247,500 ","$86,625 ",Operating Margin,Outlet
Kohl's,1189833,3/11/2021,West,California,Los Angeles,Men's Apparel,$50.00 ,500,"$250,000 ","$137,500 ",Operating Margin,Outlet
Kohl's,1189833,3/12/2021,West,California,Los Angeles,Women's Apparel,$45.00 ,700,"$315,000 ","$63,000 ",Operating Margin,Outlet
Kohl's,1189833,3/13/2021,West,California,Los Angeles,Men's Street Footwear,$35.00 ,750,"$262,500 ","$105,000 ",Operating Margin,Outlet
Kohl's,1189833,3/14/2021,West,California,Los Angeles,Men's Athletic Footwear,$45.00 ,650,"$292,500 ","$73,125 ",Operating Margin,Outlet
Kohl's,1189833,3/15/2021,West,California,Los Angeles,Women's Street Footwear,$45.00 ,675,"$303,750 ","$121,500 ",Operating Margin,Outlet
Kohl's,1189833,3/16/2021,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,525,"$236,250 ","$82,688 ",Operating Margin,Outlet
Kohl's,1189833,3/17/2021,West,California,Los Angeles,Men's Apparel,$50.00 ,450,"$225,000 ","$123,750 ",Operating Margin,Outlet
Kohl's,1189833,3/18/2021,West,California,Los Angeles,Women's Apparel,$45.00 ,650,"$292,500 ","$58,500 ",Operating Margin,Outlet
Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,$35.00 ,800,"$280,000 ","$112,000 ",Operating Margin,Outlet
Kohl's,1189833,3/20/2021,West,California,Los Angeles,Men's Athletic Footwear,$45.00 ,650,"$292,500 ","$73,125 ",Operating Margin,Outlet
Kohl's,1189833,3/21/2021,West,California,Los Angeles,Women's Street Footwear,$45.00 ,650,"$292,500 ","$117,000 ",Operating Margin,Outlet
Kohl's,1189833,3/22/2021,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,550,"$247,500 ","$86,625 ",Operating Margin,Outlet
Kohl's,1189833,3/23/2021,West,California,Los Angeles,Men's Apparel,$50.00 ,425,"$212,500 ","$116,875 ",Operating Margin,Outlet
Kohl's,1189833,4/6/2021,West,California,Los Angeles,Women's Apparel,$45.00 ,625,"$281,250 ","$56,250 ",Operating Margin,Outlet
Kohl's,1189833,4/7/2021,West,California,Los Angeles,Men's Street Footwear,$45.00 ,800,"$360,000 ","$144,000 ",Operating Margin,Outlet
Kohl's,1189833,4/8/2021,West,California,Los Angeles,Men's Athletic Footwear,$50.00 ,600,"$300,000 ","$75,000 ",Operating Margin,Outlet
Kohl's,1189833,4/9/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,625,"$312,500 ","$125,000 ",Operating Margin,Outlet
Kohl's,1189833,4/10/2021,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,525,"$236,250 ","$82,688 ",Operating Margin,Outlet
Kohl's,1189833,4/11/2021,West,California,Los Angeles,Men's Apparel,$50.00 ,425,"$212,500 ","$116,875 ",Operating Margin,Outlet
Kohl's,1189833,4/12/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,600,"$390,000 ","$78,000 ",Operating Margin,Outlet
Kohl's,1189833,4/13/2021,West,California,Los Angeles,Men's Street Footwear,$45.00 ,800,"$360,000 ","$144,000 ",Operating Margin,Outlet
Kohl's,1189833,4/14/2021,West,California,Los Angeles,Men's Athletic Footwear,$50.00 ,650,"$325,000 ","$81,250 ",Operating Margin,Outlet
Kohl's,1189833,4/15/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,650,"$325,000 ","$130,000 ",Operating Margin,Outlet
Kohl's,1189833,4/16/2021,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,550,"$247,500 ","$86,625 ",Operating Margin,Outlet
Kohl's,1189833,4/17/2021,West,California,Los Angeles,Men's Apparel,$50.00 ,450,"$225,000 ","$123,750 ",Operating Margin,Outlet
Kohl's,1189833,4/18/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,625,"$406,250 ","$81,250 ",Operating Margin,Outlet
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,$45.00 ,900,"$405,000 ","$162,000 ",Operating Margin,Outlet
Kohl's,1189833,4/20/2021,West,California,Los Angeles,Men's Athletic Footwear,$50.00 ,750,"$375,000 ","$93,750 ",Operating Margin,Outlet
Kohl's,1189833,4/21/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,750,"$375,000 ","$150,000 ",Operating Margin,Outlet
Kohl's,1189833,4/22/2021,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,625,"$281,250 ","$98,438 ",Operating Margin,Outlet
Kohl's,1189833,4/23/2021,West,California,Los Angeles,Men's Apparel,$50.00 ,500,"$250,000 ","$137,500 ",Operating Margin,Outlet
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,800,"$520,000 ","$104,000 ",Operating Margin,Outlet
Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,$45.00 ,950,"$427,500 ","$171,000 ",Operating Margin,Outlet
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,$50.00 ,800,"$400,000 ","$100,000 ",Operating Margin,Outlet
Kohl's,1189833,4/27/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,750,"$375,000 ","$150,000 ",Operating Margin,Outlet
Kohl's,1189833,4/28/2021,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,650,"$292,500 ","$102,375 ",Operating Margin,Outlet
Kohl's,1189833,4/29/2021,West,California,Los Angeles,Men's Apparel,$50.00 ,700,"$350,000 ","$192,500 ",Operating Margin,Outlet
Kohl's,1189833,4/30/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"$455,000 ","$91,000 ",Operating Margin,Outlet
Kohl's,1189833,5/1/2021,West,California,Los Angeles,Men's Street Footwear,$50.00 ,900,"$450,000 ","$180,000 ",Operating Margin,Outlet
Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,$55.00 ,850,"$467,500 ","$116,875 ",Operating Margin,Outlet
Kohl's,1189833,5/3/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,725,"$362,500 ","$145,000 ",Operating Margin,Outlet
Kohl's,1189833,5/4/2021,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,675,"$337,500 ","$118,125 ",Operating Margin,Outlet
Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,$60.00 ,675,"$405,000 ","$222,750 ",Operating Margin,Outlet
Kohl's,1189833,5/6/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,650,"$422,500 ","$84,500 ",Operating Margin,Outlet
Kohl's,1189833,5/7/2021,West,California,Los Angeles,Men's Street Footwear,$50.00 ,850,"$425,000 ","$170,000 ",Operating Margin,Outlet
Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,$55.00 ,850,"$467,500 ","$116,875 ",Operating Margin,Outlet
Kohl's,1189833,5/9/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,700,"$350,000 ","$140,000 ",Operating Margin,Outlet
Kohl's,1189833,5/10/2021,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,650,"$325,000 ","$113,750 ",Operating Margin,Outlet
Kohl's,1189833,5/11/2021,West,California,Los Angeles,Men's Apparel,$60.00 ,650,"$390,000 ","$214,500 ",Operating Margin,Outlet
Kohl's,1189833,5/12/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"$455,000 ","$91,000 ",Operating Margin,Outlet
Kohl's,1189833,5/13/2021,West,California,Los Angeles,Men's Street Footwear,$50.00 ,800,"$400,000 ","$160,000 ",Operating Margin,Outlet
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,$55.00 ,800,"$440,000 ","$110,000 ",Operating Margin,Outlet
Kohl's,1189833,5/15/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,650,"$325,000 ","$130,000 ",Operating Margin,Outlet
Kohl's,1189833,5/16/2021,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,625,"$312,500 ","$109,375 ",Operating Margin,Outlet
Kohl's,1189833,5/17/2021,West,California,Los Angeles,Men's Apparel,$60.00 ,600,"$360,000 ","$198,000 ",Operating Margin,Outlet
Kohl's,1189833,5/18/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,650,"$422,500 ","$84,500 ",Operating Margin,Outlet
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,$50.00 ,825,"$412,500 ","$165,000 ",Operating Margin,Outlet
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,$55.00 ,825,"$453,750 ","$113,438 ",Operating Margin,Outlet
Kohl's,1189833,5/21/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,675,"$337,500 ","$135,000 ",Operating Margin,Outlet
Kohl's,1189833,5/22/2021,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,650,"$325,000 ","$113,750 ",Operating Margin,Outlet
Kohl's,1189833,5/23/2021,West,California,Los Angeles,Men's Apparel,$60.00 ,600,"$360,000 ","$198,000 ",Operating Margin,Outlet
Kohl's,1189833,5/24/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"$455,000 ","$91,000 ",Operating Margin,Outlet
Kohl's,1189833,5/25/2021,West,California,Los Angeles,Men's Street Footwear,$50.00 ,900,"$450,000 ","$180,000 ",Operating Margin,Outlet
Kohl's,1189833,5/26/2021,West,California,Los Angeles,Men's Athletic Footwear,$55.00 ,900,"$495,000 ","$123,750 ",Operating Margin,Outlet
Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,$50.00 ,700,"$350,000 ","$140,000 ",Operating Margin,Outlet
Kohl's,1189833,5/28/2021,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,700,"$350,000 ","$122,500 ",Operating Margin,Outlet
Kohl's,1189833,5/29/2021,West,California,Los Angeles,Men's Apparel,$60.00 ,625,"$375,000 ","$206,250 ",Operating Margin,Outlet
Kohl's,1189833,5/30/2021,West,California,Los Angeles,Women's Apparel,$65.00 ,725,"$471,250 ","$94,250 ",Operating Margin,Outlet
Foot Locker,1185732,5/31/2021,West,California,Los Angeles,Men's Street Footwear,$45.00 ,475,"$213,750 ","$85,500 ",Operating Margin,Outlet
Foot Locker,1185732,6/1/2021,West,California,Los Angeles,Men's Athletic Footwear,$45.00 ,275,"$123,750 ","$43,313 ",Operating Margin,Outlet
Foot Locker,1185732,6/2/2021,West,California,Los Angeles,Women's Street Footwear,$35.00 ,275,"$96,250 ","$33,688 ",Operating Margin,Outlet
Foot Locker,1185732,6/3/2021,West,California,Los Angeles,Women's Athletic Footwear,$40.00 ,125,"$50,000 ","$20,000 ",Operating Margin,Outlet
Foot Locker,1185732,6/4/2021,Midwest,Illinois,Chicago,Men's Apparel,$55.00 ,175,"$96,250 ","$33,688 ",Operating Margin,Outlet
Foot Locker,1185732,6/5/2021,Midwest,Illinois,Chicago,Women's Apparel,$45.00 ,275,"$123,750 ","$61,875 ",Operating Margin,Outlet
Foot Locker,1185732,6/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$45.00 ,525,"$236,250 ","$94,500 ",Operating Margin,Outlet
Foot Locker,1185732,6/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$45.00 ,175,"$78,750 ","$27,563 ",Operating Margin,Outlet
Foot Locker,1185732,6/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$35.00 ,225,"$78,750 ","$27,563 ",Operating Margin,Outlet
Foot Locker,1185732,6/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,100,"$40,000 ","$16,000 ",Operating Margin,Outlet
Foot Locker,1185732,6/10/2021,Midwest,Illinois,Chicago,Men's Apparel,$55.00 ,175,"$96,250 ","$33,688 ",Operating Margin,Outlet
Foot Locker,1185732,6/11/2021,Midwest,Illinois,Chicago,Women's Apparel,$45.00 ,275,"$123,750 ","$61,875 ",Operating Margin,Outlet
Foot Locker,1185732,6/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,495,"$247,500 ","$99,000 ",Operating Margin,Outlet
Foot Locker,1185732,6/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$50.00 ,200,"$100,000 ","$35,000 ",Operating Margin,Outlet
Foot Locker,1185732,6/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,225,"$90,000 ","$31,500 ",Operating Margin,Outlet
Foot Locker,1185732,6/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$45.00 ,75,"$33,750 ","$13,500 ",Operating Margin,Outlet
Foot Locker,1185732,6/16/2021,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,125,"$75,000 ","$26,250 ",Operating Margin,Outlet
Foot Locker,1185732,6/17/2021,Midwest,Illinois,Chicago,Women's Apparel,$50.00 ,225,"$112,500 ","$56,250 ",Operating Margin,Outlet
Foot Locker,1185732,6/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,450,"$225,000 ","$90,000 ",Operating Margin,Outlet
Foot Locker,1185732,6/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$50.00 ,150,"$75,000 ","$26,250 ",Operating Margin,Outlet
Foot Locker,1185732,6/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,150,"$60,000 ","$21,000 ",Operating Margin,Outlet
Foot Locker,1185732,6/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$45.00 ,75,"$33,750 ","$13,500 ",Operating Margin,Outlet
Foot Locker,1185732,6/22/2021,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,100,"$60,000 ","$21,000 ",Operating Margin,Outlet
Foot Locker,1185732,6/23/2021,Midwest,Illinois,Chicago,Women's Apparel,$50.00 ,225,"$112,500 ","$56,250 ",Operating Margin,Outlet
Foot Locker,1185732,6/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$60.00 ,495,"$297,000 ","$118,800 ",Operating Margin,Outlet
Foot Locker,1185732,6/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$55.00 ,200,"$110,000 ","$38,500 ",Operating Margin,Outlet
Foot Locker,1185732,6/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$50.00 ,175,"$87,500 ","$30,625 ",Operating Margin,Outlet
Foot Locker,1185732,6/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$50.00 ,100,"$50,000 ","$20,000 ",Operating Margin,Outlet
Foot Locker,1185732,6/28/2021,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,125,"$75,000 ","$26,250 ",Operating Margin,Outlet
Foot Locker,1185732,6/29/2021,Midwest,Illinois,Chicago,Women's Apparel,$65.00 ,250,"$162,500 ","$81,250 ",Operating Margin,Outlet
Foot Locker,1185732,6/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,500,"$250,000 ","$100,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/1/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$45.00 ,250,"$112,500 ","$39,375 ",Operating Margin,Outlet
Foot Locker,1185732,7/2/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,200,"$80,000 ","$28,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/3/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,175,"$70,000 ","$28,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/4/2021,Midwest,Illinois,Chicago,Men's Apparel,$50.00 ,175,"$87,500 ","$30,625 ",Operating Margin,Outlet
Foot Locker,1185732,7/5/2021,Midwest,Illinois,Chicago,Women's Apparel,$55.00 ,350,"$192,500 ","$96,250 ",Operating Margin,Outlet
Foot Locker,1185732,7/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,575,"$287,500 ","$115,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$45.00 ,325,"$146,250 ","$51,188 ",Operating Margin,Outlet
Foot Locker,1185732,7/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,250,"$100,000 ","$35,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,200,"$80,000 ","$32,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/10/2021,Midwest,Illinois,Chicago,Men's Apparel,$50.00 ,225,"$112,500 ","$39,375 ",Operating Margin,Outlet
Foot Locker,1185732,7/11/2021,Midwest,Illinois,Chicago,Women's Apparel,$55.00 ,400,"$220,000 ","$110,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,550,"$275,000 ","$110,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$45.00 ,325,"$146,250 ","$51,188 ",Operating Margin,Outlet
Foot Locker,1185732,7/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,250,"$100,000 ","$35,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,225,"$90,000 ","$36,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/16/2021,Midwest,Illinois,Chicago,Men's Apparel,$50.00 ,200,"$100,000 ","$35,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/17/2021,Midwest,Illinois,Chicago,Women's Apparel,$55.00 ,375,"$206,250 ","$103,125 ",Operating Margin,Outlet
Foot Locker,1185732,7/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,500,"$250,000 ","$100,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$45.00 ,300,"$135,000 ","$47,250 ",Operating Margin,Outlet
Foot Locker,1185732,7/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,200,"$80,000 ","$28,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,175,"$70,000 ","$28,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/22/2021,Midwest,Illinois,Chicago,Men's Apparel,$50.00 ,175,"$87,500 ","$30,625 ",Operating Margin,Outlet
Foot Locker,1185732,7/23/2021,Midwest,Illinois,Chicago,Women's Apparel,$55.00 ,250,"$137,500 ","$68,750 ",Operating Margin,Outlet
Foot Locker,1185732,7/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$60.00 ,425,"$255,000 ","$102,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$50.00 ,250,"$125,000 ","$43,750 ",Operating Margin,Outlet
Foot Locker,1185732,7/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$50.00 ,150,"$75,000 ","$26,250 ",Operating Margin,Outlet
Foot Locker,1185732,7/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$50.00 ,125,"$62,500 ","$25,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/28/2021,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,125,"$75,000 ","$26,250 ",Operating Margin,Outlet
Foot Locker,1185732,7/29/2021,Midwest,Illinois,Chicago,Women's Apparel,$65.00 ,250,"$162,500 ","$81,250 ",Operating Margin,Outlet
Foot Locker,1185732,7/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$60.00 ,400,"$240,000 ","$96,000 ",Operating Margin,Outlet
Foot Locker,1185732,7/31/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$50.00 ,250,"$125,000 ","$43,750 ",Operating Margin,Outlet
Foot Locker,1185732,8/1/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$50.00 ,195,"$97,500 ","$34,125 ",Operating Margin,Outlet
Foot Locker,1185732,8/2/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$50.00 ,175,"$87,500 ","$35,000 ",Operating Margin,Outlet
Foot Locker,1185732,8/3/2021,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,150,"$90,000 ","$31,500 ",Operating Margin,Outlet
Foot Locker,1185732,8/4/2021,Midwest,Illinois,Chicago,Women's Apparel,$65.00 ,250,"$162,500 ","$81,250 ",Operating Margin,Outlet
Foot Locker,1185732,8/5/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$60.00 ,500,"$300,000 ","$120,000 ",Operating Margin,Outlet
Foot Locker,1185732,8/6/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$50.00 ,300,"$150,000 ","$52,500 ",Operating Margin,Outlet
Foot Locker,1185732,8/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$50.00 ,250,"$125,000 ","$43,750 ",Operating Margin,Outlet
Foot Locker,1185732,8/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$50.00 ,200,"$100,000 ","$40,000 ",Operating Margin,Outlet
Foot Locker,1185732,8/9/2021,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,200,"$120,000 ","$42,000 ",Operating Margin,Outlet
Foot Locker,1185732,8/10/2021,Midwest,Illinois,Chicago,Women's Apparel,$65.00 ,300,"$195,000 ","$97,500 ",Operating Margin,Outlet
Sports Direct,1197831,8/11/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$20.00 ,725,"$145,000 ","$43,500 ",Operating Margin,Outlet
Sports Direct,1197831,8/12/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$30.00 ,725,"$217,500 ","$65,250 ",Operating Margin,Outlet
Sports Direct,1197831,8/13/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$30.00 ,525,"$157,500 ","$47,250 ",Operating Margin,Outlet
Sports Direct,1197831,8/14/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$35.00 ,525,"$183,750 ","$73,500 ",Operating Margin,Outlet
Sports Direct,1197831,8/15/2021,South,Texas,Dallas,Men's Apparel,$40.00 ,375,"$150,000 ","$37,500 ",Operating Margin,Outlet
Sports Direct,1197831,8/16/2021,South,Texas,Dallas,Women's Apparel,$35.00 ,525,"$183,750 ","$82,688 ",Operating Margin,Outlet
Sports Direct,1197831,8/17/2021,South,Texas,Dallas,Men's Street Footwear,$25.00 ,675,"$168,750 ","$50,625 ",Operating Margin,Outlet
Sports Direct,1197831,8/18/2021,South,Texas,Dallas,Men's Athletic Footwear,$35.00 ,650,"$227,500 ","$68,250 ",Operating Margin,Outlet
Sports Direct,1197831,8/19/2021,South,Texas,Dallas,Women's Street Footwear,$35.00 ,475,"$166,250 ","$49,875 ",Operating Margin,Outlet
Sports Direct,1197831,8/20/2021,South,Texas,Dallas,Women's Athletic Footwear,$35.00 ,425,"$148,750 ","$59,500 ",Operating Margin,Outlet
Sports Direct,1197831,8/21/2021,South,Texas,Dallas,Men's Apparel,$40.00 ,300,"$120,000 ","$30,000 ",Operating Margin,Outlet
Sports Direct,1197831,8/22/2021,South,Texas,Dallas,Women's Apparel,$35.00 ,500,"$175,000 ","$78,750 ",Operating Margin,Outlet
Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's Street Footwear,$30.00 ,675,"$202,500 ","$70,875 ",Operating Margin,Outlet
Sports Direct,1197831,8/24/2021,South,Texas,Dallas,Men's Athletic Footwear,$40.00 ,675,"$270,000 ","$94,500 ",Operating Margin,Outlet
Sports Direct,1197831,8/25/2021,South,Texas,Dallas,Women's Street Footwear,$30.00 ,500,"$150,000 ","$52,500 ",Operating Margin,Outlet
